Soil_Moisture,Temperature,Humidity,pH,Light,Rain_digital,Rain_analog,crop_type,action
479,33.72,31.62,6.66,11,908,938,wheat,Irrigate
480,28.94,30.52,6.79,319,988,976,rice,Irrigate
397,32.1,30.64,6.64,338,996,989,rice,Irrigate
499,29.19,52.22,6.88,369,954,846,wheat,Irrigate
496,28.07,46.13,7.18,148,831,937,rice,Irrigate
368,19.44,47.49,6.6,245,914,742,wheat,Irrigate
278,33.51,47.2,6.6,393,913,793,maize,Irrigate
431,32.42,32.61,6.63,14,983,836,wheat,Irrigate
407,28.72,60.37,7.6,13,821,925,maize,Irrigate
354,27.24,36.34,7.12,163,818,761,wheat,Irrigate
321,32.23,41.98,7.41,256,899,949,rice,Irrigate
311,24.88,32.24,6.63,365,776,840,maize,Irrigate
333,26.11,60.33,6.41,280,787,993,rice,Irrigate
430,24.32,48.67,6.37,235,938,1011,maize,Irrigate
443,23.72,47.51,6.53,21,944,918,maize,Irrigate
399,21.19,53.35,6.89,49,828,893,wheat,Irrigate
368,22.8,58.85,6.54,384,922,761,wheat,Irrigate
413,32.64,32.45,7.31,45,983,817,wheat,Irrigate
373,21.35,49.77,7.3,226,772,777,wheat,Irrigate
401,34.34,30.6,6.63,317,1023,955,rice,Irrigate
356,24.14,45.49,6.38,123,971,785,wheat,Irrigate
388,30.89,51.31,7.76,206,911,1019,wheat,Irrigate
421,30.61,33.31,7.72,293,874,987,maize,Irrigate
368,24.52,44.19,6.84,258,1009,916,rice,Irrigate
435,20.37,40.15,7.09,235,983,961,rice,Irrigate
300,29.0,35.33,6.17,52,817,1023,maize,Irrigate
391,26.29,31.71,6.7,146,775,905,maize,Irrigate
491,27.97,59.16,6.54,240,972,943,wheat,Irrigate
386,32.47,34.56,6.99,155,733,897,rice,Irrigate
374,24.76,59.87,6.49,87,814,1018,wheat,Irrigate
349,23.15,46.32,6.87,358,800,700,maize,Irrigate
498,22.94,47.07,6.52,179,759,1023,wheat,Irrigate
471,30.0,53.87,6.27,212,852,882,rice,Irrigate
331,24.59,48.93,7.19,223,974,836,wheat,Irrigate
333,21.43,46.19,7.18,255,961,938,rice,Irrigate
488,27.27,46.7,6.95,240,947,664,wheat,Irrigate
386,27.37,56.95,6.24,316,942,880,wheat,Irrigate
348,34.09,41.85,7.04,49,879,1023,rice,Irrigate
444,27.75,52.89,6.97,16,858,880,rice,Irrigate
406,23.44,33.79,6.93,173,856,757,rice,Irrigate
502,22.49,53.88,6.71,362,906,952,wheat,Irrigate
455,32.71,56.76,7.15,302,987,645,wheat,Irrigate
360,27.79,32.18,6.15,328,901,773,wheat,Irrigate
417,35.72,39.05,7.37,46,933,1004,maize,Irrigate
452,30.02,52.52,7.09,323,921,901,wheat,Irrigate
427,27.14,53.55,6.71,340,914,847,rice,Irrigate
386,28.31,57.63,7.03,360,798,770,rice,Irrigate
397,32.53,53.76,7.27,165,1023,822,rice,Irrigate
306,31.22,55.7,6.87,118,772,869,wheat,Irrigate
373,27.05,31.9,7.47,335,1018,769,rice,Irrigate
294,25.37,39.16,6.92,305,948,808,rice,Irrigate
472,23.9,36.07,6.84,407,810,854,maize,Irrigate
385,33.23,32.86,7.41,291,919,907,maize,Irrigate
428,27.38,31.42,6.38,406,839,896,rice,Irrigate
471,28.65,44.89,7.2,366,1023,847,maize,Irrigate
468,31.75,37.15,6.06,373,981,742,maize,Irrigate
424,31.31,61.06,6.6,288,883,794,rice,Irrigate
435,29.72,36.13,6.73,366,850,898,wheat,Irrigate
350,33.17,32.73,7.07,338,945,796,wheat,Irrigate
410,27.41,39.51,7.28,159,805,1023,rice,Irrigate
380,33.71,46.65,6.54,25,973,899,wheat,Irrigate
347,28.33,32.96,7.34,385,1023,710,maize,Irrigate
486,21.25,30.25,6.6,22,766,765,rice,Irrigate
443,22.65,33.21,6.39,121,1023,736,wheat,Irrigate
403,28.51,52.12,6.49,368,894,774,wheat,Irrigate
357,22.83,58.71,6.76,192,861,692,maize,Irrigate
288,33.25,51.49,6.56,323,923,875,rice,Irrigate
349,29.29,46.92,6.15,168,913,648,rice,Irrigate
324,24.13,52.38,6.86,321,792,849,maize,Irrigate
308,30.81,56.56,6.75,300,889,826,rice,Irrigate
438,28.74,32.47,6.3,287,865,1023,rice,Irrigate
331,21.72,50.48,7.47,136,908,875,maize,Irrigate
350,22.74,56.25,6.38,101,1023,878,maize,Irrigate
454,26.06,49.76,6.42,265,1010,938,wheat,Irrigate
506,29.28,30.89,6.5,384,990,865,rice,Irrigate
468,21.53,56.21,7.3,23,923,855,maize,Irrigate
309,30.09,39.26,7.51,278,878,922,wheat,Irrigate
437,20.03,60.05,6.5,161,915,878,rice,Irrigate
497,25.45,43.78,6.41,17,1023,896,wheat,Irrigate
383,26.91,60.36,6.48,266,905,937,maize,Irrigate
380,22.65,48.02,7.25,210,926,719,rice,Irrigate
406,33.55,44.67,6.64,219,791,924,wheat,Irrigate
448,21.93,35.04,7.58,107,950,940,maize,Irrigate
388,25.43,46.13,6.88,304,969,658,maize,Irrigate
336,28.24,47.47,7.43,74,998,894,maize,Irrigate
362,33.8,40.28,6.66,357,752,1023,maize,Irrigate
378,27.72,52.54,7.16,312,1023,680,maize,Irrigate
390,28.69,35.73,6.47,36,1023,783,maize,Irrigate
365,33.0,59.47,6.87,150,906,769,maize,Irrigate
431,26.41,55.89,6.32,247,841,757,wheat,Irrigate
516,31.88,34.03,6.52,343,884,868,rice,Irrigate
480,26.47,30.11,6.4,291,1023,768,rice,Irrigate
330,29.51,33.0,6.74,336,855,759,wheat,Irrigate
387,19.66,49.72,7.01,197,790,982,maize,Irrigate
451,22.53,54.02,6.05,55,988,786,rice,Irrigate
381,21.99,51.02,6.67,92,860,1009,maize,Irrigate
481,21.6,51.18,6.28,58,924,964,rice,Irrigate
336,31.43,53.9,7.33,276,790,844,maize,Irrigate
382,21.17,60.23,7.2,200,802,833,wheat,Irrigate
445,29.81,53.41,6.47,177,1023,871,maize,Irrigate
354,26.15,58.64,7.19,353,950,908,rice,Irrigate
407,28.38,50.01,6.76,83,938,839,maize,Irrigate
366,25.51,33.86,7.05,327,1023,937,rice,Irrigate
296,23.05,43.06,6.42,388,815,909,maize,Irrigate
376,33.63,56.64,7.51,247,982,725,rice,Irrigate
464,29.28,35.05,7.03,0,850,970,rice,Irrigate
318,21.98,41.59,7.1,253,897,746,rice,Irrigate
415,29.51,31.4,7.35,264,960,889,maize,Irrigate
416,25.52,53.56,7.27,288,844,692,rice,Irrigate
487,28.57,41.82,7.56,377,970,1023,maize,Irrigate
462,26.4,37.87,7.1,327,1023,790,wheat,Irrigate
487,20.46,59.87,6.24,96,789,738,wheat,Irrigate
339,28.67,38.92,6.51,33,900,1022,rice,Irrigate
407,27.56,56.03,6.95,15,793,925,maize,Irrigate
356,36.08,32.94,7.05,80,1023,849,rice,Irrigate
466,21.86,55.24,6.73,380,859,681,maize,Irrigate
445,29.37,32.11,6.49,112,847,748,maize,Irrigate
453,20.41,33.79,7.1,196,1023,749,wheat,Irrigate
341,24.95,39.23,6.44,158,804,973,maize,Irrigate
359,27.99,37.92,6.53,277,969,970,maize,Irrigate
381,24.48,51.5,7.31,274,994,892,rice,Irrigate
415,22.04,47.98,6.39,248,1023,864,rice,Irrigate
318,28.35,56.02,7.4,341,967,919,maize,Irrigate
361,31.44,55.49,7.43,171,768,904,wheat,Irrigate
404,27.54,42.13,6.62,93,973,959,rice,Irrigate
424,29.02,56.07,6.51,242,829,821,rice,Irrigate
346,31.72,35.81,7.06,163,885,860,wheat,Irrigate
314,31.94,52.74,6.7,220,944,827,rice,Irrigate
526,23.72,41.13,7.21,189,875,798,maize,Irrigate
401,26.64,37.75,7.4,85,920,737,maize,Irrigate
435,24.01,47.21,7.55,118,818,783,maize,Irrigate
347,20.7,59.01,7.16,34,842,805,rice,Irrigate
468,30.87,48.14,6.9,320,843,978,rice,Irrigate
393,32.23,54.75,6.96,23,897,826,rice,Irrigate
371,32.37,53.89,6.86,333,996,848,rice,Irrigate
382,31.32,32.57,7.44,33,917,931,maize,Irrigate
372,36.4,47.75,6.17,87,1023,774,wheat,Irrigate
449,23.16,40.82,7.18,351,900,985,maize,Irrigate
327,30.14,29.69,7.17,72,853,821,rice,Irrigate
359,28.48,55.31,6.73,407,899,866,maize,Irrigate
301,28.16,31.41,7.47,313,988,1023,wheat,Irrigate
430,25.67,55.68,7.51,87,848,775,maize,Irrigate
400,31.16,29.9,6.81,292,868,919,wheat,Irrigate
416,34.67,30.05,7.39,36,913,729,rice,Irrigate
435,20.59,49.87,7.12,61,1023,709,maize,Irrigate
524,23.45,52.35,6.64,256,955,853,maize,Irrigate
408,24.05,48.55,6.5,126,866,858,maize,Irrigate
465,31.56,38.96,6.63,246,871,969,maize,Irrigate
371,24.04,37.89,7.02,307,961,895,rice,Irrigate
323,34.63,34.3,6.43,277,895,723,wheat,Irrigate
450,20.03,37.01,6.35,324,863,948,wheat,Irrigate
345,25.3,42.61,6.86,229,877,729,maize,Irrigate
454,28.95,50.2,6.43,77,854,1023,rice,Irrigate
410,23.89,57.62,6.12,299,947,852,wheat,Irrigate
339,30.3,55.42,7.05,208,851,906,wheat,Irrigate
466,27.59,52.95,6.98,288,788,937,wheat,Irrigate
344,27.64,47.26,7.07,381,920,839,wheat,Irrigate
327,32.16,52.62,7.01,396,745,968,wheat,Irrigate
396,31.72,42.6,6.91,246,972,732,wheat,Irrigate
377,26.51,47.49,7.22,342,870,784,rice,Irrigate
414,34.17,31.04,6.69,18,1000,843,maize,Irrigate
468,21.39,46.7,7.29,327,1007,926,wheat,Irrigate
364,32.37,34.85,5.96,189,924,711,rice,Irrigate
490,23.16,32.24,6.22,246,977,1021,rice,Irrigate
374,27.13,37.87,6.96,290,1011,872,maize,Irrigate
514,24.55,34.82,7.08,251,983,895,maize,Irrigate
284,30.94,32.04,7.27,265,931,1000,wheat,Irrigate
343,31.74,54.17,6.94,298,939,817,maize,Irrigate
446,32.62,55.67,6.8,8,1000,754,maize,Irrigate
410,21.31,56.96,6.55,240,826,744,rice,Irrigate
418,27.3,46.55,6.36,133,917,900,rice,Irrigate
382,26.45,51.3,7.08,82,779,834,rice,Irrigate
316,32.53,42.88,6.7,378,828,745,wheat,Irrigate
320,21.8,35.32,7.08,346,929,920,wheat,Irrigate
358,28.75,51.71,6.2,38,1014,775,maize,Irrigate
377,30.25,59.95,6.28,121,1023,704,maize,Irrigate
505,26.32,58.17,7.21,123,967,893,wheat,Irrigate
394,26.24,36.06,7.22,127,885,868,wheat,Irrigate
466,25.98,45.57,7.09,75,1023,976,rice,Irrigate
373,22.56,51.61,7.23,115,762,726,wheat,Irrigate
281,21.43,37.96,7.14,114,895,745,wheat,Irrigate
495,29.96,47.78,6.92,349,760,949,maize,Irrigate
309,32.36,58.32,7.25,262,871,941,maize,Irrigate
322,23.56,38.26,6.3,24,827,876,rice,Irrigate
355,27.74,51.9,7.4,383,917,945,wheat,Irrigate
303,29.22,56.9,7.5,360,1023,941,maize,Irrigate
411,23.38,45.4,6.81,147,889,857,wheat,Irrigate
490,21.78,53.89,6.93,360,1023,852,wheat,Irrigate
408,31.75,34.79,7.07,298,866,1017,rice,Irrigate
425,28.9,29.69,7.34,376,994,879,wheat,Irrigate
450,28.82,43.78,6.28,130,781,778,rice,Irrigate
459,26.03,46.14,7.3,380,935,839,maize,Irrigate
484,25.1,37.09,6.12,14,982,687,maize,Irrigate
461,20.47,45.19,7.28,384,878,864,maize,Irrigate
372,22.72,56.93,6.6,78,851,907,maize,Irrigate
311,29.34,45.79,6.82,90,868,897,rice,Irrigate
499,28.1,62.05,6.8,261,828,891,rice,Irrigate
660,23.79,62.49,7.24,570,726,408,maize,Fertilize
715,28.97,64.73,7.05,486,1023,704,maize,Fertilize
748,20.3,50.33,5.9,385,775,550,maize,Fertilize
772,23.41,40.84,6.79,649,862,786,rice,Fertilize
667,22.12,61.29,7.11,725,956,620,maize,Fertilize
678,26.69,62.89,6.66,604,836,615,rice,Fertilize
499,20.5,64.62,7.02,594,886,650,wheat,Fertilize
760,24.35,49.19,6.58,779,709,620,maize,Fertilize
769,24.27,58.82,7.7,617,862,537,rice,Fertilize
740,28.45,42.89,6.19,768,704,666,rice,Fertilize
568,23.68,61.28,6.99,423,818,393,rice,Fertilize
585,29.26,62.11,7.2,580,962,447,wheat,Fertilize
665,28.32,51.2,6.26,713,666,752,maize,Fertilize
654,26.04,66.65,6.4,721,901,569,rice,Fertilize
706,21.25,62.65,6.08,786,905,596,maize,Fertilize
616,28.41,53.38,6.74,600,779,646,rice,Fertilize
757,23.17,61.35,7.04,647,884,708,maize,Fertilize
452,20.35,49.32,7.19,539,776,386,wheat,Fertilize
505,29.1,50.58,6.7,715,955,555,rice,Fertilize
724,26.2,58.11,7.1,794,939,490,rice,Fertilize
640,21.92,54.46,6.27,520,922,614,wheat,Fertilize
484,19.85,56.65,7.14,379,864,403,maize,Fertilize
588,20.64,56.69,6.67,751,827,555,rice,Fertilize
518,25.86,46.88,6.92,767,1023,579,wheat,Fertilize
746,25.14,55.74,6.64,457,823,613,rice,Fertilize
783,27.5,53.76,7.48,451,808,601,rice,Fertilize
576,23.44,46.23,6.46,643,696,448,rice,Fertilize
461,24.3,48.65,6.02,645,881,380,maize,Fertilize
473,27.01,44.58,7.16,617,778,468,wheat,Fertilize
607,21.75,56.3,5.96,570,762,527,wheat,Fertilize
532,22.6,43.05,6.39,604,850,422,wheat,Fertilize
705,26.21,63.69,6.09,754,884,655,wheat,Fertilize
659,23.19,51.92,7.21,478,771,447,rice,Fertilize
572,25.51,49.45,6.01,837,734,518,maize,Fertilize
522,27.24,50.7,6.46,678,935,450,wheat,Fertilize
699,26.85,66.64,6.32,385,968,496,maize,Fertilize
696,20.59,67.3,6.49,844,864,445,wheat,Fertilize
721,27.54,51.09,6.57,845,866,690,wheat,Fertilize
669,22.91,52.8,6.44,535,840,715,rice,Fertilize
565,21.85,49.54,6.54,457,705,586,rice,Fertilize
648,26.73,60.46,6.86,730,703,455,rice,Fertilize
635,20.89,51.97,6.85,710,875,419,maize,Fertilize
547,26.36,66.14,6.63,729,906,490,rice,Fertilize
571,28.33,71.9,6.01,427,705,609,rice,Fertilize
559,27.92,65.44,7.14,627,860,437,wheat,Fertilize
601,28.02,62.67,6.51,557,858,716,wheat,Fertilize
706,27.17,50.53,6.52,640,950,608,rice,Fertilize
663,21.77,48.31,6.26,806,1023,721,rice,Fertilize
568,26.32,64.69,6.55,381,964,428,maize,Fertilize
632,26.26,55.65,6.68,537,796,438,maize,Fertilize
552,24.31,49.9,7.12,671,737,728,wheat,Fertilize
643,23.33,72.42,6.4,607,973,643,maize,Fertilize
662,31.24,50.5,6.72,734,761,441,rice,Fertilize
638,23.13,70.19,6.69,692,825,612,rice,Fertilize
669,23.67,56.01,6.69,537,977,646,wheat,Fertilize
476,25.96,60.32,6.82,545,855,475,rice,Fertilize
593,24.55,68.1,7.23,719,741,517,rice,Fertilize
557,24.4,61.66,6.75,766,940,665,rice,Fertilize
788,29.54,48.26,6.68,584,1023,526,rice,Fertilize
735,26.07,41.12,6.25,464,793,586,maize,Fertilize
620,26.93,47.56,6.39,571,1023,600,maize,Fertilize
638,23.77,44.41,6.43,802,785,385,maize,Fertilize
524,24.85,49.62,6.45,646,792,484,maize,Fertilize
741,28.94,54.81,6.59,639,855,713,maize,Fertilize
640,25.03,46.84,6.74,475,881,604,wheat,Fertilize
501,25.31,47.18,7.19,591,885,410,rice,Fertilize
606,25.07,42.97,7.12,565,807,540,wheat,Fertilize
513,26.52,52.27,7.47,497,777,459,rice,Fertilize
614,28.09,51.38,7.72,689,876,592,rice,Fertilize
587,22.8,45.61,7.05,714,654,720,rice,Fertilize
571,27.98,62.68,7.41,638,740,408,wheat,Fertilize
611,26.04,57.96,5.76,436,1023,434,rice,Fertilize
507,21.77,48.52,6.59,674,818,418,rice,Fertilize
702,26.83,53.36,7.36,834,953,544,maize,Fertilize
521,25.2,44.9,6.58,662,858,427,maize,Fertilize
618,25.65,68.89,6.29,590,891,480,rice,Fertilize
632,20.82,59.38,6.47,647,687,708,maize,Fertilize
717,27.99,46.46,6.33,667,818,380,wheat,Fertilize
606,25.68,51.53,7.11,446,851,768,rice,Fertilize
644,23.29,61.63,6.85,386,734,539,wheat,Fertilize
656,22.08,41.49,6.6,758,961,421,maize,Fertilize
592,20.64,45.4,7.16,425,1023,711,maize,Fertilize
690,22.37,61.14,7.25,706,939,721,wheat,Fertilize
561,20.04,58.77,6.6,601,943,392,rice,Fertilize
650,29.14,51.38,7.8,684,736,516,maize,Fertilize
536,26.97,41.79,6.17,652,833,565,maize,Fertilize
572,28.43,65.61,7.08,594,957,420,maize,Fertilize
736,26.15,53.07,7.77,530,859,436,wheat,Fertilize
711,20.93,56.16,6.95,657,764,586,wheat,Fertilize
735,28.69,64.04,6.57,674,722,570,maize,Fertilize
584,23.43,52.41,6.85,649,932,647,rice,Fertilize
777,24.73,54.26,7.35,445,687,464,wheat,Fertilize
652,28.45,63.2,7.21,596,964,527,rice,Fertilize
585,20.5,40.41,6.35,658,821,492,wheat,Fertilize
726,29.28,62.36,6.41,486,909,475,wheat,Fertilize
685,22.79,47.21,6.5,434,809,658,rice,Fertilize
730,28.36,62.14,6.65,713,756,421,rice,Fertilize
724,23.59,66.76,6.36,583,897,593,rice,Fertilize
586,22.35,61.67,7.29,596,1023,747,wheat,Fertilize
526,24.16,55.25,7.04,514,950,390,rice,Fertilize
581,22.31,48.25,6.07,627,765,482,rice,Fertilize
728,24.57,67.16,6.3,475,741,472,rice,Fertilize
689,23.35,40.01,6.45,410,747,597,rice,Fertilize
659,23.04,47.67,6.76,719,793,499,rice,Fertilize
573,22.55,56.02,6.5,742,1023,414,rice,Fertilize
690,28.97,66.84,6.19,705,830,479,rice,Fertilize
664,20.22,50.99,7.07,456,762,743,wheat,Fertilize
613,30.75,49.08,5.9,572,843,481,rice,Fertilize
572,22.03,72.49,7.18,759,934,380,wheat,Fertilize
607,26.84,56.14,6.49,495,749,591,maize,Fertilize
606,19.88,45.24,6.76,681,907,760,maize,Fertilize
581,21.49,48.47,7.34,564,911,516,wheat,Fertilize
689,26.87,40.8,6.04,511,826,592,rice,Fertilize
608,23.55,68.08,7.63,425,943,377,wheat,Fertilize
562,28.3,48.34,6.82,422,802,465,maize,Fertilize
752,20.8,41.23,7.05,559,912,501,wheat,Fertilize
591,22.95,59.12,6.77,747,804,415,maize,Fertilize
536,21.55,48.16,6.65,672,900,768,wheat,Fertilize
787,23.48,46.54,7.03,768,771,691,wheat,Fertilize
655,20.1,42.58,6.83,724,787,627,wheat,Fertilize
482,28.24,40.89,6.86,619,950,487,wheat,Fertilize
721,24.84,43.05,6.99,550,763,429,wheat,Fertilize
673,23.69,62.35,7.0,407,765,682,maize,Fertilize
506,24.28,52.4,6.93,607,770,644,wheat,Fertilize
767,26.78,64.67,7.02,620,796,563,wheat,Fertilize
746,26.47,65.81,6.82,554,1023,700,wheat,Fertilize
673,24.29,48.73,6.3,611,745,541,rice,Fertilize
583,25.01,45.66,6.85,423,670,434,maize,Fertilize
469,26.58,65.13,6.34,622,893,561,wheat,Fertilize
588,20.47,39.0,7.4,856,848,622,maize,Fertilize
779,21.29,47.98,7.2,669,723,655,wheat,Fertilize
657,20.28,57.13,7.22,446,934,576,rice,Fertilize
626,22.0,42.68,7.04,508,976,665,maize,Fertilize
613,25.19,51.46,7.54,637,955,560,rice,Fertilize
616,23.79,40.45,7.26,737,891,662,rice,Fertilize
770,21.79,43.97,7.47,479,944,561,wheat,Fertilize
594,23.11,39.07,7.11,651,944,690,maize,Fertilize
571,20.02,63.87,5.97,585,698,627,maize,Fertilize
679,22.09,58.86,6.94,784,746,734,maize,Fertilize
522,28.56,53.09,6.18,446,919,446,maize,Fertilize
708,25.75,54.22,6.56,780,878,577,wheat,Fertilize
688,24.11,65.22,6.84,738,834,486,wheat,Fertilize
482,28.55,67.43,6.0,754,746,597,rice,Fertilize
630,21.27,45.64,6.98,464,727,461,wheat,Fertilize
686,28.86,59.31,7.38,570,803,481,maize,Fertilize
763,28.51,65.24,6.87,408,959,643,wheat,Fertilize
668,25.22,63.23,6.39,484,981,631,rice,Fertilize
742,29.05,70.68,5.87,522,917,607,maize,Fertilize
532,28.03,62.95,6.69,699,890,741,maize,Fertilize
620,29.38,42.36,7.32,663,884,750,rice,Fertilize
534,29.98,58.37,6.13,665,854,662,rice,Fertilize
569,24.5,46.85,6.22,700,998,509,maize,Fertilize
500,24.11,68.79,6.46,560,790,441,wheat,Fertilize
586,22.08,69.02,5.92,532,765,720,wheat,Fertilize
557,21.45,65.11,6.67,528,826,528,maize,Fertilize
534,23.9,70.0,6.74,425,810,577,maize,Fertilize
483,21.31,64.23,6.81,642,1011,544,maize,Fertilize
557,25.58,46.92,6.37,738,777,473,wheat,Fertilize
742,22.87,40.57,7.46,735,993,627,wheat,Fertilize
525,24.2,57.62,7.07,579,881,444,maize,Fertilize
679,21.1,66.3,6.76,473,917,647,rice,Fertilize
580,25.31,55.73,6.71,607,675,637,maize,Fertilize
529,30.68,61.91,7.44,405,1023,575,maize,Fertilize
666,28.94,40.58,5.86,381,798,474,wheat,Fertilize
717,26.16,53.97,7.17,515,855,464,maize,Fertilize
544,29.35,45.0,7.25,708,766,508,wheat,Fertilize
568,27.14,41.49,7.48,459,684,554,rice,Fertilize
625,25.43,50.39,6.01,507,944,739,maize,Fertilize
682,22.8,64.52,6.4,491,871,646,rice,Fertilize
559,21.66,41.8,7.29,533,870,394,maize,Fertilize
776,23.23,48.28,6.02,746,1023,578,rice,Fertilize
646,23.54,44.82,6.39,826,978,531,wheat,Fertilize
633,19.71,44.58,7.3,436,835,451,maize,Fertilize
519,28.66,72.03,6.99,462,892,450,maize,Fertilize
627,29.36,64.05,5.91,639,718,598,rice,Fertilize
537,25.79,45.43,6.6,706,857,756,wheat,Fertilize
660,26.73,46.02,6.8,505,712,651,rice,Fertilize
713,29.26,69.68,6.91,712,946,495,rice,Fertilize
735,24.4,61.13,7.15,427,769,715,wheat,Fertilize
634,29.92,60.99,7.17,526,738,667,rice,Fertilize
725,25.08,40.44,7.01,645,804,574,rice,Fertilize
744,22.19,47.49,6.08,597,767,685,maize,Fertilize
702,24.94,46.82,6.99,480,909,653,rice,Fertilize
464,19.84,59.63,6.12,429,709,603,maize,Fertilize
773,20.18,55.43,6.23,567,831,770,wheat,Fertilize
695,21.96,70.27,6.1,627,918,465,rice,Fertilize
638,22.71,61.57,6.75,411,877,443,wheat,Fertilize
620,20.99,56.28,6.19,463,872,669,maize,Fertilize
613,28.92,69.18,7.18,572,879,473,maize,Fertilize
744,28.03,50.31,7.0,637,1011,437,maize,Fertilize
523,27.17,45.23,7.11,538,999,705,rice,Fertilize
593,28.3,56.9,6.48,544,990,417,maize,Fertilize
657,22.52,50.34,6.38,548,867,575,maize,Fertilize
581,25.83,53.13,6.43,665,740,477,rice,Fertilize
741,25.8,49.85,6.89,752,856,570,rice,Fertilize
507,24.02,52.6,6.95,638,942,586,rice,Fertilize
684,20.17,55.87,6.18,582,840,437,maize,Fertilize
593,28.37,53.17,7.11,399,842,634,maize,Fertilize
660,21.74,58.49,7.6,787,966,435,rice,Fertilize
635,26.39,60.05,6.48,482,835,735,rice,Fertilize
527,23.73,58.17,6.36,382,760,590,wheat,Fertilize
716,27.84,68.57,6.36,368,916,539,wheat,Fertilize
555,24.23,67.07,7.74,494,942,387,rice,Fertilize
610,20.11,70.04,7.68,646,723,586,rice,Fertilize
609,26.78,62.02,6.18,672,685,520,wheat,Fertilize
481,28.99,49.46,6.64,635,916,616,rice,Fertilize
806,28.96,52.9,7.42,670,816,486,maize,Fertilize
482,27.41,65.61,6.99,591,809,513,maize,Fertilize
529,19.36,69.15,6.06,487,845,649,maize,Fertilize
578,20.08,50.21,7.42,788,874,685,rice,Fertilize
636,24.27,61.63,6.28,667,875,656,rice,Fertilize
776,30.29,42.91,6.79,682,744,748,wheat,Fertilize
760,24.28,50.96,7.63,582,843,622,rice,Fertilize
698,24.17,61.19,7.29,394,925,415,rice,Fertilize
524,30.69,59.19,5.93,605,701,494,wheat,Fertilize
638,21.0,69.8,6.8,817,976,565,rice,Fertilize
597,23.56,61.47,6.22,729,910,488,wheat,Fertilize
533,22.92,51.36,6.2,448,1023,380,rice,Fertilize
632,23.31,64.16,7.37,512,1020,613,rice,Fertilize
674,26.94,46.26,6.2,585,886,580,rice,Fertilize
651,28.48,59.74,7.19,660,979,504,rice,Fertilize
682,30.9,42.09,6.69,496,707,608,maize,Fertilize
782,24.41,51.95,7.37,702,887,741,maize,Fertilize
545,21.78,60.88,6.95,539,833,539,rice,Fertilize
518,26.68,47.16,6.55,639,810,619,maize,Fertilize
644,24.46,65.79,6.48,697,762,447,wheat,Fertilize
744,23.06,60.49,7.1,616,1018,580,maize,Fertilize
578,27.71,57.15,6.76,738,773,747,wheat,Fertilize
662,21.7,42.26,6.22,804,1023,622,wheat,Fertilize
501,22.89,68.25,6.33,648,714,712,wheat,Fertilize
575,20.36,62.65,6.09,553,667,591,maize,Fertilize
736,22.87,41.16,6.49,775,858,410,rice,Fertilize
640,19.24,63.25,6.7,493,1002,388,rice,Fertilize
632,24.34,46.39,6.79,604,1023,617,maize,Fertilize
562,26.74,59.47,6.03,714,935,486,wheat,Fertilize
734,24.75,39.91,6.55,854,756,463,maize,Fertilize
617,20.71,47.82,6.45,573,1021,637,rice,Fertilize
667,23.49,58.59,6.85,652,805,734,maize,Fertilize
589,25.34,67.36,7.45,449,927,572,maize,Fertilize
663,24.4,41.3,6.0,534,931,654,rice,Fertilize
473,28.67,53.39,6.13,691,929,588,rice,Fertilize
716,23.29,69.24,6.39,728,662,469,wheat,Fertilize
513,22.06,48.18,6.82,597,941,450,wheat,Fertilize
500,24.2,57.51,5.88,804,996,425,rice,Fertilize
601,24.21,70.17,6.94,403,939,677,wheat,Fertilize
710,29.57,61.98,6.72,572,836,461,rice,Fertilize
578,31.32,49.66,6.77,719,822,468,maize,Fertilize
777,24.66,63.36,6.61,443,788,693,wheat,Fertilize
570,22.48,48.92,6.76,665,881,587,rice,Fertilize
659,25.74,61.3,7.57,697,965,384,maize,Fertilize
714,29.33,51.88,7.39,778,678,468,maize,Fertilize
648,20.01,43.08,6.25,750,1023,414,rice,Fertilize
737,30.11,57.95,6.56,545,662,516,rice,Fertilize
684,24.69,66.44,6.61,637,832,476,maize,Fertilize
761,28.4,61.52,6.79,593,823,631,maize,Fertilize
701,19.38,65.42,6.55,780,779,419,rice,Fertilize
619,22.31,54.42,7.54,680,1010,674,rice,Fertilize
620,28.29,54.0,6.94,584,754,510,maize,Fertilize
700,22.43,65.9,6.94,670,844,627,maize,Fertilize
602,22.72,55.7,7.54,640,783,643,rice,Fertilize
553,26.94,50.74,5.85,784,683,771,rice,Fertilize
552,22.66,50.52,7.0,388,835,394,maize,Fertilize
550,20.44,59.3,7.47,694,759,512,rice,Fertilize
632,25.66,49.84,6.27,724,898,687,rice,Fertilize
531,27.44,46.93,6.6,645,694,665,rice,Fertilize
512,22.51,67.14,6.08,450,822,390,rice,Fertilize
699,29.93,63.47,6.54,545,821,477,wheat,Fertilize
610,26.31,70.04,7.29,705,849,746,wheat,Fertilize
652,23.01,49.55,7.41,504,858,565,maize,Fertilize
530,28.69,59.24,6.53,731,733,544,wheat,Fertilize
723,20.5,59.69,5.92,773,779,640,rice,Fertilize
696,26.49,41.19,6.47,412,872,456,wheat,Fertilize
538,28.79,60.58,7.14,510,868,782,maize,Fertilize
632,24.73,52.82,7.2,435,843,480,maize,Fertilize
602,26.44,66.58,6.59,451,813,593,maize,Fertilize
566,26.08,63.87,6.53,701,699,707,wheat,Fertilize
